Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
605,The Rise of the Krays,Crime,Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,Zackary Adler,Matt Vael,2015,110,5.1,1630,6.53,90
606,Handsome Devil,Drama,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,John Butler,Fionn O'Shea,2016,95,7.4,338,0.5,
607,Winter's Bone,Drama,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,Debra Granik,Jennifer Lawrence,2010,100,7.2,116435,0.5,
608,Horrible Bosses,Comedy,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,Jason Bateman,2011,98,6.9,368556,117.53,57
609,Mommy,Drama,A widowed single mother,Xavier Dolan,Anne Dorval,2014,139,8.1,33560,3.49,74
610,Hellboy II: The Golden Army,Action,The mythical world starts a rebellion against humanity in order to rule the Earth so Hellboy and his team must save the world from the rebellious creatures.,Guillermo del Toro,Ron Perlman,2008,120,7,216932,75.75,78
611,Beautiful Creatures,Drama,Ethan longs to escape his small Southern town. He meets a mysterious new girl Lena. Together they uncover dark secrets about their respective families their history and their town.,Richard LaGravenese,Alice Englert,2013,124,6.2,71822,19.45,52
612,Toni Erdmann,Comedy,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,Maren Ade,Sandra Hüller,2016,162,7.6,24387,1.48,93
613,The Lovely Bones,Drama,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Peter Jackson,Rachel Weisz,2009,135,6.7,130702,43.98,42
614,The Assassination of Jesse James by the Coward Robert Ford,Biography,Robert Ford who's idolized Jesse James since childhood tries hard to join the reforming gang of the Missouri outlaw but gradually becomes resentful of the bandit leader.,Andrew Dominik,Brad Pitt,2007,160,7.5,143564,3.9,68
615,Don Jon,Comedy,A New Jersey guy dedicated to his family friends and church develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.,Joseph Gordon-Levitt,Joseph Gordon-Levitt,2013,90,6.6,199973,24.48,66
616,Bastille Day,Action,A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,James Watkins,Idris Elba,2016,92,6.3,21089,0.04,48
617,2307: Winter's Dream,Sci-Fi,In 2307,Joey Curtis,Paul Sidhu,2016,101,4,277,20.76,53
618,Free State of Jones,Action,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters runaway slaves and women in an uprising against the corrupt local Confederate government.,Gary Ross,Matthew McConaughey,2016,139,6.9,29895,0.5,
619,Mr. Right,Action,A girl falls for the ""perfect"" guy who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.,Paco Cabezas,Anna Kendrick,2015,95,6.3,30053,0.03,52
620,The Secret Life of Walter Mitty,Adventure,When his job along with that of his co-worker are threatened Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.,Ben Stiller,Ben Stiller,2013,114,7.3,249877,58.23,54
621,Dope,Comedy,Life changes for Malcolm a geek who's surviving life in a tough neighborhood after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.,Rick Famuyiwa,Shameik Moore,2015,103,7.3,66400,17.47,72
622,Underworld Awakening,Action,When human forces discover the existence of the Vampire and Lycan clans a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.,Måns Mårlind,Kate Beckinsale,2012,88,6.4,127157,62.32,39
623,Antichrist,Drama,A grieving couple retreat to their cabin in the woods hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.,Lars von Trier,Willem Dafoe,2009,108,6.6,94069,0.4,49
624,Friday the 13th,Horror,A group of young adults discover a boarded up Camp Crystal Lake,Marcus Nispel,Jared Padalecki,2009,97,5.6,78631,65,34
625,Taken 3,Action,Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued Mills brings out his particular set of skills to find the true killer and clear his name.,Olivier Megaton,Liam Neeson,2014,109,6,144715,89.25,26
626,Total Recall,Action,A factory worker Douglas Quaid begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.,Len Wiseman,Colin Farrell,2012,118,6.3,210965,58.88,43
627,X-Men: The Last Stand,Action,When a cure is found to treat mutations lines are drawn amongst the X-Men led by Professor Charles Xavier and the Brotherhood a band of powerful mutants organized under Xavier's former ally Magneto.,Brett Ratner,Patrick Stewart,2006,104,6.7,406540,234.36,58
628,The Escort,Comedy,Desperate for a good story a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.,Will Slocombe,Lyndsy Fonseca,2016,88,6,7181,0.5,46
629,The Whole Truth,Crime,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,Courtney Hunt,Keanu Reeves,2016,93,6.1,10700,0.5,
630,Night at the Museum: Secret of the Tomb,Adventure,Larry spans the globe uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.,Shawn Levy,Ben Stiller,2014,98,6.2,74886,113.73,47
631,Love & Other Drugs,Comedy,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,Edward Zwick,Jake Gyllenhaal,2010,112,6.7,151519,32.36,55
632,The Interview,Comedy,Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan,Evan Goldberg,James Franco,2014,112,6.6,261536,6.11,52
633,The Host,Comedy,A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.,Bong Joon Ho,Kang-ho Song,2006,120,7,73491,2.2,85
634,Megan Is Missing,Drama,Two teenage girls encounter an Internet child predator.,Michael Goi,Amber Perkins,2011,85,4.9,6683,0.5,94
635,WALL·E,Animation,In the distant future a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.,Andrew Stanton,Ben Burtt,2008,98,8.4,776897,223.81,
636,Knocked Up,Comedy,For fun-loving party animal Ben Stone the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.,Judd Apatow,Seth Rogen,2007,129,7,309398,148.73,85
637,Source Code,Mystery,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Duncan Jones,Jake Gyllenhaal,2011,93,7.5,404884,54.7,74
638,Lawless,Crime,Set in Depression-era Franklin County Virginia a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.,John Hillcoat,Tom Hardy,2012,116,7.3,195360,37.4,58
639,Unfriended,Drama,A group of online chat room friends find themselves haunted by a mysterious supernatural force using the account of their dead friend.,Levan Gabriadze,Heather Sossaman,2014,83,5.6,50402,31.54,59
640,American Reunion,Comedy,Jim,Jon Hurwitz,Jason Biggs,2012,113,6.7,178471,56.72,49
641,The Pursuit of Happyness,Biography,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,Will Smith,2006,117,8,361105,162.59,64
642,Relatos salvajes,Comedy,Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,Darío Grandinetti,2014,122,8.1,110100,3.08,77
643,The Ridiculous 6,Comedy,An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward deadbeat dad.,Frank Coraci,Adam Sandler,2015,119,4.8,31149,0.5,18
644,Frantz,Drama,In the aftermath of WWI a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.,François Ozon,Pierre Niney,2016,113,7.5,4304,0.86,73
645,Viral,Drama,Following the outbreak of a virus that wipes out the majority of the human population a young woman documents her family's new life in quarantine and tries to protect her infected sister.,Henry Joost,Sofia Black-D'Elia,2016,85,5.5,3564,0.5,72
646,Gran Torino,Drama,Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor,Clint Eastwood,Clint Eastwood,2008,116,8.2,595779,148.09,
647,Burnt,Comedy,Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.,John Wells,Bradley Cooper,2015,101,6.6,76469,13.65,42
648,Tall Men,Fantasy,A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,Jonathan Holbrook,Dan Crisafulli,2016,133,3.2,173,0.5,57
649,Sleeping Beauty,Drama,A haunting portrait of Lucy a young university student drawn into a mysterious hidden world of unspoken desires.,Julia Leigh,Emily Browning,2011,101,5.3,27006,0.03,
